Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0819,TXN007027,FJI01,NSW,New South Wales Operations,Fleet emissions,5400,Travel,EcoVadis,BOB-ESG-0819,PO-ESG-6435,75169.72,audit_evidence_count,254.72,181.56,71.3,499.81,73.8,56,26525.42,-0.69,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0820,TXN007028,AUS01,SA,South Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Carbon Neutral Pty Ltd,BOB-ESG-0820,PO-ESG-9077,46706.95,supplier_score,540.24,637.33,118.0,40.88,97.7,52,-41584.38,-0.78,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0821,TXN007029,PNG01,OPS,Operations & Logistics,Sustainable packaging,6010,Direct Materials,EcoVadis,BOB-ESG-0821,PO-ESG-3386,91072.65,audit_evidence_count,790.82,714.42,90.3,333.59,8.4,81,-21771.52,0.15,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0822,TXN007030,NZL01,FIN,Finance & Accounting,Waste reduction,5600,Telecommunications,Bureau Veritas,BOB-ESG-0822,PO-ESG-7750,15145.39,supplier_score,154.62,192.31,124.4,23.24,35.1,55,51202.43,0.15,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0823,TXN007031,NZL01,HR,Human Resources,Fleet emissions,5400,Travel,Sustainable Packaging Co,BOB-ESG-0823,PO-ESG-8106,95921.66,renewable_kwh,411.44,458.69,111.5,208.78,16.5,88,-21667.18,-0.56,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0824,TXN007032,FJI01,NSW,New South Wales Operations,Waste reduction,5600,Telecommunications,Origin Energy,BOB-ESG-0824,PO-ESG-7795,86040.5,supplier_score,561.92,638.23,113.6,520.03,36.6,59,-40787.58,-0.61,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0825,TXN007033,FJI01,TAS,Tasmania Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Green Freight,BOB-ESG-0825,PO-ESG-7046,71034.63,audit_evidence_count,509.72,334.2,65.6,395.25,68.9,60,59062.96,-0.17,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0826,TXN007034,PNG01,WA,Western Australia Operations,Carbon offsets,5300,Professional Services,Origin Energy,BOB-ESG-0826,PO-ESG-8827,64970.68,audit_evidence_count,176.26,137.24,77.9,420.77,97.0,69,8755.33,0.39,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0827,TXN007035,AUS01,WA,Western Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Climate Active Advisor,BOB-ESG-0827,PO-ESG-5185,73863.74,renewable_kwh,633.27,692.44,109.3,261.89,87.0,68,-6329.39,-0.17,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0828,TXN007036,NZL01,SA,South Australia Operations,Waste reduction,5600,Telecommunications,Energy Australia,BOB-ESG-0828,PO-ESG-4994,50040.83,audit_evidence_count,550.52,608.68,110.6,25.42,72.3,81,-41725.15,0.18,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0829,TXN007037,NZL01,R&D,Research & Development,Waste reduction,5600,Telecommunications,Energy Australia,BOB-ESG-0829,PO-ESG-6819,17149.76,audit_evidence_count,910.1,839.19,92.2,386.33,68.4,65,-30220.52,0.19,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0830,TXN007038,AUS01,SA,South Australia Operations,Supplier ESG premium,6010,Direct Materials,Bureau Veritas,BOB-ESG-0830,PO-ESG-9764,51295.59,audit_evidence_count,286.78,293.99,102.5,297.87,57.5,86,20966.88,0.09,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0831,TXN007039,NZL01,CORP,Corporate Head Office,Carbon offsets,5300,Professional Services,Carbon Neutral Pty Ltd,BOB-ESG-0831,PO-ESG-3460,16224.84,audit_evidence_count,95.7,73.09,76.4,473.3,27.8,69,18045.53,-0.51,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0832,TXN007040,AUS01,IT,Information Technology,Renewable sourcing premium,6000,Cost of Goods Sold,Carbon Neutral Pty Ltd,BOB-ESG-0832,PO-ESG-1742,66671.14,waste_kg_reduced,984.57,662.81,67.3,313.81,48.7,53,-34460.91,-0.35,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0833,TXN007041,FJI01,CORP,Corporate Head Office,Compliance assurance,5320,Audit Fees,Origin Energy,BOB-ESG-0833,PO-ESG-7621,21529.48,waste_kg_reduced,76.58,89.66,117.1,61.01,29.9,49,-40047.77,0.03,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0834,TXN007042,NZL01,VIC,Victoria Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0834,PO-ESG-5242,31448.98,waste_kg_reduced,686.56,450.81,65.7,143.69,3.7,94,50341.56,0.35,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0835,TXN007043,PNG01,MKT,Marketing & Sales,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0835,PO-ESG-7699,89464.32,supplier_score,470.41,341.22,72.5,336.0,39.8,88,6299.88,-0.3,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0836,TXN007044,NZL01,R&D,Research & Development,Sustainable packaging,6010,Direct Materials,Origin Energy,BOB-ESG-0836,PO-ESG-9796,96883.21,audit_evidence_count,548.52,640.23,116.7,511.69,19.5,70,-22004.9,0.08,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0837,TXN007045,AUS01,ACT,Australian Capital Territory,Fleet emissions,5400,Travel,Climate Active Advisor,BOB-ESG-0837,PO-ESG-7466,5832.48,supplier_score,561.36,440.53,78.5,187.01,83.6,89,75144.55,-0.7,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0838,TXN007046,FJI01,QLD,Queensland Operations,Fleet emissions,5400,Travel,Bureau Veritas,BOB-ESG-0838,PO-ESG-5995,55210.53,renewable_kwh,510.8,402.64,78.8,280.7,62.7,91,-2557.6,-0.14,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0839,TXN007047,PNG01,SA,South Australia Operations,Fleet emissions,5400,Travel,Energy Australia,BOB-ESG-0839,PO-ESG-6582,110941.38,audit_evidence_count,478.91,572.35,119.5,268.98,37.6,59,-11754.34,0.18,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0840,TXN007048,PNG01,ACT,Australian Capital Territory,Supplier ESG premium,6010,Direct Materials,Origin Energy,BOB-ESG-0840,PO-ESG-3262,62516.93,waste_kg_reduced,260.62,308.9,118.5,336.84,74.6,80,67472.6,0.16,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0841,TXN007049,AUS01,SA,South Australia Operations,Sustainable packaging,6010,Direct Materials,Energy Australia,BOB-ESG-0841,PO-ESG-7287,13923.82,supplier_score,124.5,107.46,86.3,123.93,78.5,77,-1699.46,-0.37,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0842,TXN007050,PNG01,NSW,New South Wales Operations,Waste reduction,5600,Telecommunications,Bureau Veritas,BOB-ESG-0842,PO-ESG-4891,30210.4,supplier_score,783.14,866.69,110.7,39.22,11.3,62,84291.18,0.17,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0843,TXN007051,FJI01,QLD,Queensland Operations,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0843,PO-ESG-7782,59372.72,tCO2e avoided,453.92,562.68,124.0,247.95,4.8,94,82501.57,0.34,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0844,TXN007052,AUS01,ACT,Australian Capital Territory,Carbon offsets,5300,Professional Services,Origin Energy,BOB-ESG-0844,PO-ESG-1482,23801.75,supplier_score,671.32,538.88,80.3,143.86,33.6,64,75254.12,-0.67,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0845,TXN007053,AUS01,OPS,Operations & Logistics,Supplier ESG premium,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0845,PO-ESG-1276,108945.4,tCO2e avoided,656.12,715.03,109.0,330.71,21.6,91,36017.54,-0.46,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0846,TXN007054,FJI01,CORP,Corporate Head Office,Compliance assurance,5320,Audit Fees,Green Freight,BOB-ESG-0846,PO-ESG-8774,108304.35,waste_kg_reduced,410.16,269.07,65.6,396.63,96.9,61,6480.69,-0.13,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0847,TXN007055,PNG01,VIC,Victoria Operations,Energy usage,5110,Utilities,Bureau Veritas,BOB-ESG-0847,PO-ESG-8785,42007.16,renewable_kwh,966.69,758.75,78.5,511.33,72.9,63,79544.95,-0.38,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0848,TXN007056,NZL01,FIN,Finance & Accounting,Sustainable packaging,6010,Direct Materials,Origin Energy,BOB-ESG-0848,PO-ESG-4165,30656.86,waste_kg_reduced,399.81,409.12,102.3,222.54,45.6,91,38315.38,0.1,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0849,TXN007057,AUS01,OPS,Operations & Logistics,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0849,PO-ESG-4896,89378.04,waste_kg_reduced,891.92,938.16,105.2,341.5,19.1,82,-32047.39,0.16,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0850,TXN007058,PNG01,NT,Northern Territory Operations,Supplier ESG premium,6010,Direct Materials,Origin Energy,BOB-ESG-0850,PO-ESG-9554,67561.17,tCO2e avoided,227.62,217.17,95.4,211.94,83.8,63,9029.59,-0.2,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0851,TXN007059,PNG01,VIC,Victoria Operations,Compliance assurance,5320,Audit Fees,Origin Energy,BOB-ESG-0851,PO-ESG-1919,99389.39,renewable_kwh,434.77,518.55,119.3,463.08,7.5,46,24847.99,-0.06,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0852,TXN007060,NZL01,R&D,Research & Development,Compliance assurance,5320,Audit Fees,Bureau Veritas,BOB-ESG-0852,PO-ESG-1602,88212.65,renewable_kwh,580.53,447.91,77.2,261.31,90.6,60,30206.65,0.33,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0853,TXN007061,NZL01,OPS,Operations & Logistics,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0853,PO-ESG-6718,4355.42,tCO2e avoided,137.16,135.15,98.5,324.7,69.0,69,67392.96,0.07,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0854,TXN007062,FJI01,QLD,Queensland Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Climate Active Advisor,BOB-ESG-0854,PO-ESG-2097,69149.82,waste_kg_reduced,89.77,99.27,110.6,75.96,60.2,78,-15765.05,-0.06,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0855,TXN007063,AUS01,MKT,Marketing & Sales,Compliance assurance,5320,Audit Fees,Carbon Neutral Pty Ltd,BOB-ESG-0855,PO-ESG-4849,82960.23,waste_kg_reduced,615.64,527.18,85.6,405.02,87.0,69,-35466.05,-0.56,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0856,TXN007064,AUS01,IT,Information Technology,Fleet emissions,5400,Travel,Energy Australia,BOB-ESG-0856,PO-ESG-3002,34980.91,audit_evidence_count,591.99,413.65,69.9,308.43,94.8,53,32425.66,0.17,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0857,TXN007065,PNG01,FIN,Finance & Accounting,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0857,PO-ESG-1437,65345.17,supplier_score,743.67,530.82,71.4,206.68,82.0,84,4986.13,-0.78,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0858,TXN007066,AUS01,QLD,Queensland Operations,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0858,PO-ESG-2560,109827.58,supplier_score,545.9,654.31,119.9,163.81,87.5,56,7289.63,0.21,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0859,TXN007067,PNG01,CORP,Corporate Head Office,Sustainable packaging,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0859,PO-ESG-4654,28065.3,tCO2e avoided,861.7,662.0,76.8,28.48,33.2,94,-13603.24,-0.51,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0860,TXN007068,NZL01,SA,South Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Climate Active Advisor,BOB-ESG-0860,PO-ESG-9262,71583.22,audit_evidence_count,325.51,223.54,68.7,419.84,71.4,64,68774.4,0.11,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0861,TXN007069,PNG01,WA,Western Australia Operations,Sustainable packaging,6010,Direct Materials,Origin Energy,BOB-ESG-0861,PO-ESG-6924,99375.24,renewable_kwh,75.21,63.65,84.6,254.49,31.5,57,78793.14,0.29,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0862,TXN007070,NZL01,ACT,Australian Capital Territory,Sustainable packaging,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0862,PO-ESG-2257,53545.32,supplier_score,811.38,872.09,107.5,326.84,90.5,73,-7923.3,-0.68,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0863,TXN007071,PNG01,NSW,New South Wales Operations,Sustainable packaging,6010,Direct Materials,Green Freight,BOB-ESG-0863,PO-ESG-1255,4243.92,supplier_score,782.6,573.55,73.3,93.4,26.8,52,-2727.16,-0.47,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0864,TXN007072,NZL01,HR,Human Resources,Compliance assurance,5320,Audit Fees,Climate Active Advisor,BOB-ESG-0864,PO-ESG-2592,58678.25,renewable_kwh,78.29,72.09,92.1,185.27,85.7,88,-13459.8,-0.65,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0865,TXN007073,PNG01,FIN,Finance & Accounting,Waste reduction,5600,Telecommunications,Energy Australia,BOB-ESG-0865,PO-ESG-1109,15905.49,supplier_score,488.38,506.38,103.7,79.28,43.0,53,21902.02,-0.77,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0866,TXN007074,AUS01,VIC,Victoria Operations,Supplier ESG premium,6010,Direct Materials,Green Freight,BOB-ESG-0866,PO-ESG-3702,53541.26,renewable_kwh,161.82,107.57,66.5,43.61,73.6,90,68301.09,-0.07,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0867,TXN007075,PNG01,MKT,Marketing & Sales,Carbon offsets,5300,Professional Services,Bureau Veritas,BOB-ESG-0867,PO-ESG-4504,21713.57,waste_kg_reduced,271.39,312.67,115.2,270.13,7.5,74,-11208.31,0.04,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0868,TXN007076,FJI01,SA,South Australia Operations,Supplier ESG premium,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0868,PO-ESG-4102,23466.14,waste_kg_reduced,231.46,219.34,94.8,298.91,17.3,69,63562.25,-0.76,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0869,TXN007077,PNG01,VIC,Victoria Operations,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0869,PO-ESG-9742,114016.22,supplier_score,594.53,567.2,95.4,326.17,47.3,87,42636.03,-0.28,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0870,TXN007078,PNG01,TAS,Tasmania Operations,Fleet emissions,5400,Travel,Carbon Neutral Pty Ltd,BOB-ESG-0870,PO-ESG-6985,10468.28,audit_evidence_count,234.96,218.22,92.9,258.75,23.8,45,-25332.75,-0.17,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0871,TXN007079,FJI01,QLD,Queensland Operations,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0871,PO-ESG-6205,77125.8,tCO2e avoided,598.5,695.14,116.1,461.0,26.9,51,-14720.62,0.18,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0872,TXN007080,FJI01,CORP,Corporate Head Office,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0872,PO-ESG-2062,11390.16,waste_kg_reduced,626.57,636.68,101.6,429.31,38.1,77,-13276.07,-0.44,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
